BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
201804,12,1642,201804,12,1642,123360,739719,CALIFORNIA,6,2018,April,High Wind,Z,99,SE KERN CTY DESERT,HNX,4/12/2018 16:42,PST-8,4/12/2018 16:42,0,0,0,0,0.00K,0.00K,ASOS,53,MG,,,,,,,,,,,,,,,,,,,,"High pressure returned to the area on April 8 and kept dry conditions through the morning of the 10th. A weak low pressure system pushed through Central California during the afternoon and evening of the 10th and brought a few light showers as well as much cooler temperatures. Another low pressure system moved through Central California on the evening of April 11 through the morning of April 12. This system produced strong wind gusts across the Kern County Mountains and Deserts where several stations reported wind gusts exceeding 58 mph. In addition, several reporting station in the San Joaquin Valley had gusts exceeding 40 mph. Although this system was moisture deficient, showers produced some light precipitation during the morning of April 12 mainly over the Southern Sierra Nevada with light snowfall being observed above 7000 feet.",The Edwards AFB ASOS reported a peak wind gust of 61 mph.,CSV
201804,12,1815,201804,12,1815,123360,739720,CALIFORNIA,6,2018,April,High Wind,Z,99,SE KERN CTY DESERT,HNX,4/12/2018 18:15,PST-8,4/12/2018 18:15,0,0,0,0,0.00K,0.00K,Mesonet,56,MG,,,,,,,,,,,,,,,,,,,,"High pressure returned to the area on April 8 and kept dry conditions through the morning of the 10th. A weak low pressure system pushed through Central California during the afternoon and evening of the 10th and brought a few light showers as well as much cooler temperatures. Another low pressure system moved through Central California on the evening of April 11 through the morning of April 12. This system produced strong wind gusts across the Kern County Mountains and Deserts where several stations reported wind gusts exceeding 58 mph. In addition, several reporting station in the San Joaquin Valley had gusts exceeding 40 mph. Although this system was moisture deficient, showers produced some light precipitation during the morning of April 12 mainly over the Southern Sierra Nevada with light snowfall being observed above 7000 feet.",Mojave Warren Siding reported a peak wind gust of 65 mph.,CSV
201804,12,1653,201804,12,1653,123360,739721,CALIFORNIA,6,2018,April,High Wind,Z,99,SE KERN CTY DESERT,HNX,4/12/2018 16:53,PST-8,4/12/2018 16:53,0,0,0,0,0.00K,0.00K,Mesonet,50,MG,,,,,,,,,,,,,,,,,,,,"High pressure returned to the area on April 8 and kept dry conditions through the morning of the 10th. A weak low pressure system pushed through Central California during the afternoon and evening of the 10th and brought a few light showers as well as much cooler temperatures. Another low pressure system moved through Central California on the evening of April 11 through the morning of April 12. This system produced strong wind gusts across the Kern County Mountains and Deserts where several stations reported wind gusts exceeding 58 mph. In addition, several reporting station in the San Joaquin Valley had gusts exceeding 40 mph. Although this system was moisture deficient, showers produced some light precipitation during the morning of April 12 mainly over the Southern Sierra Nevada with light snowfall being observed above 7000 feet.",Redrock Canyon reported a peak wind gust of 58 mph.,CSV
201804,12,1500,201804,12,1500,123360,739722,CALIFORNIA,6,2018,April,High Wind,Z,99,SE KERN CTY DESERT,HNX,4/12/2018 15:00,PST-8,4/12/2018 15:00,0,0,0,0,0.00K,0.00K,Mesonet,50,MG,,,,,,,,,,,,,,,,,,,,"High pressure returned to the area on April 8 and kept dry conditions through the morning of the 10th. A weak low pressure system pushed through Central California during the afternoon and evening of the 10th and brought a few light showers as well as much cooler temperatures. Another low pressure system moved through Central California on the evening of April 11 through the morning of April 12. This system produced strong wind gusts across the Kern County Mountains and Deserts where several stations reported wind gusts exceeding 58 mph. In addition, several reporting station in the San Joaquin Valley had gusts exceeding 40 mph. Although this system was moisture deficient, showers produced some light precipitation during the morning of April 12 mainly over the Southern Sierra Nevada with light snowfall being observed above 7000 feet.",Cache Creek reported a peak wind gust of 58 mph.,CSV
201804,16,906,201804,16,911,124111,744771,CALIFORNIA,6,2018,April,Hail,C,53,MONTEREY,MTR,4/16/2018 9:06,PST-8,4/16/2018 9:11,0,0,0,0,0.00K,0.00K,Social Media,0.25,,,,,,,,,,,0,N,PACIFIC GROVE,0,N,PACIFIC GROVE,36.63,-121.93,36.63,-121.93,"A late season deep upper level trough moved southward along the California coast bringing rain and gusty winds to the region. Scattered convection was produced in the wake of an associated cold front bringing widespread small hail, thunder, and lightning to the region.",Social media video showing small hail in Pacific Grove.,CSV
201804,16,758,201804,16,803,124111,744772,CALIFORNIA,6,2018,April,Hail,C,53,MONTEREY,MTR,4/16/2018 7:58,PST-8,4/16/2018 8:03,0,0,0,0,0.00K,0.00K,NWS Employee,0.25,,,,,,,,,,,1,NNW,MONTEREY PNSLA ARPT,1,NNW,MONTEREY PNSLA ARPT,36.5928,-121.8558,36.5928,-121.8558,"A late season deep upper level trough moved southward along the California coast bringing rain and gusty winds to the region. Scattered convection was produced in the wake of an associated cold front bringing widespread small hail, thunder, and lightning to the region.",Small accumulating hail outside the NWS office in Monterey.,CSV
201804,16,800,201804,16,805,124111,744773,CALIFORNIA,6,2018,April,Hail,C,1,ALAMEDA,MTR,4/16/2018 8:00,PST-8,4/16/2018 8:05,0,0,0,0,0.00K,0.00K,Broadcast Media,0.25,,,,,,,,,,,0,N,OAKLAND,0,N,OAKLAND,37.78,-122.22,37.78,-122.22,"A late season deep upper level trough moved southward along the California coast bringing rain and gusty winds to the region. Scattered convection was produced in the wake of an associated cold front bringing widespread small hail, thunder, and lightning to the region.",Media report showing accumulating small hail in Oakland.,CSV
201804,16,915,201804,16,920,124111,744774,CALIFORNIA,6,2018,April,Hail,C,53,MONTEREY,MTR,4/16/2018 9:15,PST-8,4/16/2018 9:20,0,0,0,0,0.00K,0.00K,Broadcast Media,0.25,,,,,,,,,,,0,N,DEL REY OAKS,0,N,DEL REY OAKS,36.6,-121.83,36.6,-121.83,"A late season deep upper level trough moved southward along the California coast bringing rain and gusty winds to the region. Scattered convection was produced in the wake of an associated cold front bringing widespread small hail, thunder, and lightning to the region.",Small accumulating hail in Del Rey Oaks.,CSV
201804,16,927,201804,16,932,124111,744775,CALIFORNIA,6,2018,April,Hail,C,41,MARIN,MTR,4/16/2018 9:27,PST-8,4/16/2018 9:32,0,0,0,0,0.00K,0.00K,Social Media,0.25,,,,,,,,,,,0,N,MILL VLY,0,N,MILL VLY,37.92,-122.55,37.92,-122.55,"A late season deep upper level trough moved southward along the California coast bringing rain and gusty winds to the region. Scattered convection was produced in the wake of an associated cold front bringing widespread small hail, thunder, and lightning to the region.",Small hail reported in Mill Valley.,CSV
201804,16,1240,201804,16,1245,124111,744776,CALIFORNIA,6,2018,April,Hail,C,13,CONTRA COSTA,MTR,4/16/2018 12:40,PST-8,4/16/2018 12:45,0,0,0,0,0.00K,0.00K,Social Media,0.25,,,,,,,,,,,1,ESE,COWELL,1,ESE,COWELL,37.9465,-121.9905,37.9465,-121.9905,"A late season deep upper level trough moved southward along the California coast bringing rain and gusty winds to the region. Scattered convection was produced in the wake of an associated cold front bringing widespread small hail, thunder, and lightning to the region.",Small hail reported in southern Contra Costa county.,CSV
201804,16,1620,201804,16,1625,124111,744777,CALIFORNIA,6,2018,April,Hail,C,85,SANTA CLARA,MTR,4/16/2018 16:20,PST-8,4/16/2018 16:25,0,0,0,0,0.00K,0.00K,Social Media,0.25,,,,,,,,,,,4,ENE,HOLY CITY,4,ENE,HOLY CITY,37.1612,-121.9023,37.1612,-121.9023,"A late season deep upper level trough moved southward along the California coast bringing rain and gusty winds to the region. Scattered convection was produced in the wake of an associated cold front bringing widespread small hail, thunder, and lightning to the region.",Small hail reported this afternoon on Mt. Umunhum.,CSV
201804,16,1623,201804,16,1628,124111,744778,CALIFORNIA,6,2018,April,Hail,C,87,SANTA CRUZ,MTR,4/16/2018 16:23,PST-8,4/16/2018 16:28,0,0,0,0,0.00K,0.00K,Social Media,0.25,,,,,,,,,,,5,NE,RIVERSIDE GROVE,5,NE,RIVERSIDE GROVE,37.2149,-122.0563,37.2149,-122.0563,"A late season deep upper level trough moved southward along the California coast bringing rain and gusty winds to the region. Scattered convection was produced in the wake of an associated cold front bringing widespread small hail, thunder, and lightning to the region.",Small hail has been falling most of the day in the Santa Cruz Mountains near Los Gatos.,CSV
201804,7,1442,201804,7,1554,123292,739077,CALIFORNIA,6,2018,April,High Wind,Z,520,OWENS VALLEY,VEF,4/7/2018 14:42,PST-8,4/7/2018 15:54,0,0,0,0,0.00K,0.00K,Mesonet,59,MG,,,,,,,,,,,,,,,,,,,,A strong Pacific storm system brought a short period of severe downslope winds to the Owens Valley.,The peak gust was measured 4 miles NW of Independence.,CSV
201804,11,1442,201804,11,1642,123413,739991,CALIFORNIA,6,2018,April,High Wind,Z,520,OWENS VALLEY,VEF,4/11/2018 14:42,PST-8,4/11/2018 16:42,0,0,0,0,0.00K,0.00K,Mesonet,68,MG,,,,,,,,,,,,,,,,,,,,Another in a series of potent Pacific storms brought high winds to the Owens Valley and Mojave Desert.,The peak gust occurred 5 miles NW of Independence. Highway 395 was closed to high profile vehicles after a few nearly blew over.,CSV
201804,12,442,201804,12,442,123413,739992,CALIFORNIA,6,2018,April,High Wind,Z,520,OWENS VALLEY,VEF,4/12/2018 4:42,PST-8,4/12/2018 4:42,0,0,0,0,0.00K,0.00K,Mesonet,67,MG,,,,,,,,,,,,,,,,,,,,Another in a series of potent Pacific storms brought high winds to the Owens Valley and Mojave Desert.,This gust occurred 5 miles NW of Independence.,CSV
201804,12,700,201804,12,705,123413,739993,CALIFORNIA,6,2018,April,High Wind,Z,525,MORONGO BASIN,VEF,4/12/2018 7:00,PST-8,4/12/2018 7:05,0,0,0,0,0.00K,0.00K,Mesonet,51,MG,,,,,,,,,,,,,,,,,,,,Another in a series of potent Pacific storms brought high winds to the Owens Valley and Mojave Desert.,These gusts occurred 3 miles NNW of Joshua Tree.,CSV
201804,6,1651,201804,6,1951,125109,750751,CALIFORNIA,6,2018,April,High Wind,Z,55,SAN BERNARDINO COUNTY MOUNTAINS,SGX,4/6/2018 16:51,PST-8,4/6/2018 19:51,0,0,0,0,,,Mesonet,54,MG,,,,,,,,,,,,,,,,,,,,"A weak trough passed through the Pacific Northwest, bringing gusty winds to the desert slopes in Southern California from the 6th through the 7th. There were no significant impacts reported.",Winds gusted over 60 mph in Burns Canyon over a 3 hour period. Winds were lighter in the rest of the San Bernardino County Mountains.,CSV
201804,11,1104,201804,11,1403,123373,739817,CALIFORNIA,6,2018,April,High Wind,Z,85,MODOC COUNTY,MFR,4/11/2018 11:04,PST-8,4/11/2018 14:03,0,0,0,0,0.00K,0.00K,RAWS,51,MG,,,,,,,,,,,,,,,,,,,,An incoming front brought high winds to isolated locations in northern California.,"The Timber Mountain RAWS recorded a gust to 59 mph at 11/1203 PST, and gusts to 58 mph at 11/1303 PST and 11/1403 PST.",CSV
201804,15,1204,201804,15,1303,123375,739819,CALIFORNIA,6,2018,April,High Wind,Z,85,MODOC COUNTY,MFR,4/15/2018 12:04,PST-8,4/15/2018 13:03,0,0,0,0,0.00K,0.00K,RAWS,50,MG,,,,,,,,,,,,,,,,,,,,An incoming front brought high winds to isolated locations in northern California.,The Rush Creek RAWS recorded a gust to 58 mph at 15/1303 PST.,CSV
201804,11,1323,201804,11,1324,125801,754674,CALIFORNIA,6,2018,April,High Wind,Z,73,MONO,REV,4/11/2018 13:23,PST-8,4/11/2018 13:24,0,0,0,0,,,Mesonet,56,MG,,,,,,,,,,,,,,,,,,,,A relatively fast moving shortwave trough dug south over the northeastern Pacific the 9th and progressed across the Sierra Nevada the 10th through the 12th. This weather system brought high winds and light snow to the Sierra Nevada and Eastern California.,"Mesonet station TT416, 3 miles south-southeast of Conway Summit (elevation 7032 feet) reported a wind gust of 64 mph.",CSV
201804,12,735,201804,12,853,123413,739994,CALIFORNIA,6,2018,April,High Wind,Z,523,WESTERN MOJAVE DESERT,VEF,4/12/2018 7:35,PST-8,4/12/2018 8:53,0,0,0,0,0.00K,0.00K,ASOS,50,MG,,,,,,,,,,,,,,,,,,,,Another in a series of potent Pacific storms brought high winds to the Owens Valley and Mojave Desert.,This gust occurred at the Barstow-Daggett Airport (KDAG).,CSV
201804,16,1039,201804,16,1039,123416,740004,CALIFORNIA,6,2018,April,Strong Wind,Z,520,OWENS VALLEY,VEF,4/16/2018 10:39,PST-8,4/16/2018 10:39,0,0,0,0,10.00K,0.00K,Law Enforcement,39,EG,,,,,,,,,,,,,,,,,,,,Yet another strong Pacific low pressure system brought high winds to the Mojave Desert and Owens Valley.,Strong winds blew over a travel trailer on Highway 395 near Owens Lake.,CSV
201804,16,1942,201804,16,2042,123416,740005,CALIFORNIA,6,2018,April,High Wind,Z,520,OWENS VALLEY,VEF,4/16/2018 19:42,PST-8,4/16/2018 20:42,0,0,0,0,0.00K,0.00K,Mesonet,59,MG,,,,,,,,,,,,,,,,,,,,Yet another strong Pacific low pressure system brought high winds to the Mojave Desert and Owens Valley.,The peak gust occurred 5 miles NW of Independence.,CSV
201804,6,1450,201804,7,250,125109,750757,CALIFORNIA,6,2018,April,High Wind,Z,65,SAN GORGONIO PASS NEAR BANNING,SGX,4/6/2018 14:50,PST-8,4/7/2018 2:50,0,0,0,0,,,Mesonet,59,MG,,,,,,,,,,,,,,,,,,,,"A weak trough passed through the Pacific Northwest, bringing gusty winds to the desert slopes in Southern California from the 6th through the 7th. There were no significant impacts reported.",Gusts of over 60 mph reported at the Whitewater Mesonet station for about 12 hours.,CSV
201804,12,500,201804,12,1900,125261,751226,CALIFORNIA,6,2018,April,High Wind,Z,61,COACHELLA VALLEY,SGX,4/12/2018 5:00,PST-8,4/12/2018 19:00,0,0,0,0,10.00K,0.00K,ASOS,50,EG,,,,,,,,,,,,,,,,,,,,"A weak trough from the Pacific Northwest progressed through Southern California on the 11th and 12th, bringing gusty winds to the Coachella Valley, San Bernardino County Mountains, and San Diego County Deserts. Palm Springs Airport diverted 4 planes early on the 12th due to wind shear on final approach. The opening of the Coachella Festival was delayed due to wind. California Highway Patrol reported a palm tree down in the road, as well as power lines down and power outages in the Coachella Valley.","Palm Springs Airport ASOS reported a gust of 51 mph around 1800 PST on the 12th. Earlier that day, 4 planes were diverted from PSP due to wind shear on final approach. Numerous power outages were reported in Palm Springs, as well as downed trees and power lines.",CSV
201804,12,0,201804,12,1200,125261,751272,CALIFORNIA,6,2018,April,Strong Wind,Z,60,APPLE AND LUCERNE VALLEYS,SGX,4/12/2018 0:00,PST-8,4/12/2018 12:00,0,0,0,0,0.50K,0.00K,Mesonet,45,MG,,,,,,,,,,,,,,,,,,,,"A weak trough from the Pacific Northwest progressed through Southern California on the 11th and 12th, bringing gusty winds to the Coachella Valley, San Bernardino County Mountains, and San Diego County Deserts. Palm Springs Airport diverted 4 planes early on the 12th due to wind shear on final approach. The opening of the Coachella Festival was delayed due to wind. California Highway Patrol reported a palm tree down in the road, as well as power lines down and power outages in the Coachella Valley.","A 52 mph wind gust reported at Means Lake, along with minor tree damage in Lucerne Valley.",CSV
201804,12,600,201804,12,1100,125261,751275,CALIFORNIA,6,2018,April,Strong Wind,Z,62,SAN DIEGO COUNTY DESERTS,SGX,4/12/2018 6:00,PST-8,4/12/2018 11:00,0,0,0,0,0.00K,0.00K,Mesonet,46,MG,,,,,,,,,,,,,,,,,,,,"A weak trough from the Pacific Northwest progressed through Southern California on the 11th and 12th, bringing gusty winds to the Coachella Valley, San Bernardino County Mountains, and San Diego County Deserts. Palm Springs Airport diverted 4 planes early on the 12th due to wind shear on final approach. The opening of the Coachella Festival was delayed due to wind. California Highway Patrol reported a palm tree down in the road, as well as power lines down and power outages in the Coachella Valley.",Mesonet stations in Borrego Springs and Ocotillo Wells reported wind gusts of 53 mph.,CSV
201804,12,251,201804,12,751,125261,751258,CALIFORNIA,6,2018,April,High Wind,Z,55,SAN BERNARDINO COUNTY MOUNTAINS,SGX,4/12/2018 2:51,PST-8,4/12/2018 7:51,0,0,0,0,,,Mesonet,73,MG,,,,,,,,,,,,,,,,,,,,"A weak trough from the Pacific Northwest progressed through Southern California on the 11th and 12th, bringing gusty winds to the Coachella Valley, San Bernardino County Mountains, and San Diego County Deserts. Palm Springs Airport diverted 4 planes early on the 12th due to wind shear on final approach. The opening of the Coachella Festival was delayed due to wind. California Highway Patrol reported a palm tree down in the road, as well as power lines down and power outages in the Coachella Valley.",Mountain wave activity resulted wind gusts over 70 mph for 5 hours with a peak gust of 84 mph in Burns Canyon. Winds were briefly sustained as high as 55 mph at the site. Winds were significantly lighter in the rest of the zone.,CSV
201804,11,1720,201804,11,1721,125801,754678,CALIFORNIA,6,2018,April,High Wind,Z,73,MONO,REV,4/11/2018 17:20,PST-8,4/11/2018 17:21,0,0,0,0,,,Mesonet,106,MG,,,,,,,,,,,,,,,,,,,,A relatively fast moving shortwave trough dug south over the northeastern Pacific the 9th and progressed across the Sierra Nevada the 10th through the 12th. This weather system brought high winds and light snow to the Sierra Nevada and Eastern California.,"Mesonet station WMSRS, White Mountain Peak (elevation 14246 feet) reported a wind gust of 122 mph.",CSV
201804,15,100,201804,15,101,125851,754679,CALIFORNIA,6,2018,April,High Wind,Z,71,LASSEN/EASTERN PLUMAS/EASTERN SIERRA,REV,4/15/2018 1:00,PST-8,4/15/2018 1:01,0,0,0,0,,,Mesonet,50,MG,,,,,,,,,,,,,,,,,,,,"A fast moving spring storm moved into the Sierra Nevada late on the 15th and passed to the east late on the 16th. Gusty winds developed during the early morning hours of the 15th. The cold front associated with the system passed on the night of the 15th causing snow levels to rapidly fall. However, only light snow totals were reported.","Mesonet station JDPC1, 9 miles northwest of Frenchman Lake (elevation 6812 feet) reported a 58 mph wind gust.",CSV
201804,15,1400,201804,15,1401,125851,754680,CALIFORNIA,6,2018,April,High Wind,Z,73,MONO,REV,4/15/2018 14:00,PST-8,4/15/2018 14:01,0,0,0,0,,,Mesonet,109,MG,,,,,,,,,,,,,,,,,,,,"A fast moving spring storm moved into the Sierra Nevada late on the 15th and passed to the east late on the 16th. Gusty winds developed during the early morning hours of the 15th. The cold front associated with the system passed on the night of the 15th causing snow levels to rapidly fall. However, only light snow totals were reported.","Mesonet station WMSRS, White Mountain Peak (elevation 14246 feet) reported a wind gust of 125 mph.",CSV
201804,16,110,201804,16,111,125851,754684,CALIFORNIA,6,2018,April,High Wind,Z,73,MONO,REV,4/16/2018 1:10,PST-8,4/16/2018 1:11,0,0,0,0,,,Mesonet,137,MG,,,,,,,,,,,,,,,,,,,,"A fast moving spring storm moved into the Sierra Nevada late on the 15th and passed to the east late on the 16th. Gusty winds developed during the early morning hours of the 15th. The cold front associated with the system passed on the night of the 15th causing snow levels to rapidly fall. However, only light snow totals were reported.","Mesonet station WMSRS, White Mountain Peak (elevation 14246 feet) reported a wind gust of 158 mph.",CSV
201804,12,500,201804,12,1200,125261,751247,CALIFORNIA,6,2018,April,High Wind,Z,65,SAN GORGONIO PASS NEAR BANNING,SGX,4/12/2018 5:00,PST-8,4/12/2018 12:00,0,0,0,0,30.00K,0.00K,Mesonet,61,EG,,,,,,,,,,,,,,,,,,,,"A weak trough from the Pacific Northwest progressed through Southern California on the 11th and 12th, bringing gusty winds to the Coachella Valley, San Bernardino County Mountains, and San Diego County Deserts. Palm Springs Airport diverted 4 planes early on the 12th due to wind shear on final approach. The opening of the Coachella Festival was delayed due to wind. California Highway Patrol reported a palm tree down in the road, as well as power lines down and power outages in the Coachella Valley.","Wind gusts of 69 mph were reported at Whitewater RAWS, with a gust of 59 mph also reported in Sky Valley between 0650 and 0850 PST. Indian Canyon Drive was closed to all traffic for 7 hours between Garnett Ave. and West Tramview Rd. due to high winds and blowing sand. High winds caused a tractor-trailer to flip on its side at San Rafael Drive and Indian Canyon Drive. All restaurants and gas stations were closed at Indian Canyon Drive and I-10 on the 12th. High winds downed 2 power poles in North Palm Springs. Numerous power outages occured in the vicinity of Indian Canyon.",CSV
201804,16,1200,201804,16,2300,125290,751490,CALIFORNIA,6,2018,April,High Wind,Z,61,COACHELLA VALLEY,SGX,4/16/2018 12:00,PST-8,4/16/2018 23:00,0,0,0,0,,,Mesonet,50,MG,,,,,,,,,,,,,,,,,,,,A trough of low pressure from the Pacific Northwest brought strong onshore winds to Southern California on the 16th and 17th. Workers at the Coachella Valley Festival were evacuated for a period of time due to high winds and blowing sand. A tractor-trailer flipped in Palm Springs.,"Wind gusts over 45 mph impacted the Coachella Mesonet from 1200 to 2300 PST, with a peak wind gust of 58 mph at 1800 PST. Visibility was down to 1/2 mile in some parts of the Coachella Valley. Workers at the Coachella Valley Festival were evacuated on the evening of the 16th due to high winds and blowing sand.",CSV
201804,16,800,201804,16,2300,125290,751492,CALIFORNIA,6,2018,April,High Wind,Z,65,SAN GORGONIO PASS NEAR BANNING,SGX,4/16/2018 8:00,PST-8,4/16/2018 23:00,0,0,0,0,10.00K,0.00K,Mesonet,58,MG,,,,,,,,,,,,,,,,,,,,A trough of low pressure from the Pacific Northwest brought strong onshore winds to Southern California on the 16th and 17th. Workers at the Coachella Valley Festival were evacuated for a period of time due to high winds and blowing sand. A tractor-trailer flipped in Palm Springs.,"Wind gusts were over 50 mph from 0800 to 2300 PST, with a peak wind gust of 67 mph at Whitewater RAWS at 1600 PST. Surrounding areas had peak wind gusts of around 40 mph. A big rig was blown over at Palm Dr. and Varner Rd. High winds blew a trailer off of a vehicle on Highway 111.",CSV
201804,16,1000,201804,16,1600,125290,751493,CALIFORNIA,6,2018,April,Strong Wind,Z,55,SAN BERNARDINO COUNTY MOUNTAINS,SGX,4/16/2018 10:00,PST-8,4/16/2018 16:00,0,0,0,0,0.00K,0.00K,Mesonet,42,MG,,,,,,,,,,,,,,,,,,,,A trough of low pressure from the Pacific Northwest brought strong onshore winds to Southern California on the 16th and 17th. Workers at the Coachella Valley Festival were evacuated for a period of time due to high winds and blowing sand. A tractor-trailer flipped in Palm Springs.,"Wind gusts at Big Bear City Airport were over 35 mph from 1000 to 1600 PST, with a peak wind gust of 48 mph at 1230 PST. Heaps Peak and Running Springs had peak wind gusts of 55 mph around 1400 PST. No significant impacts reported.",CSV
201804,15,1730,201804,15,1731,125851,754685,CALIFORNIA,6,2018,April,High Wind,Z,72,GREATER LAKE TAHOE AREA,REV,4/15/2018 17:30,PST-8,4/15/2018 17:31,0,0,0,0,,,Mesonet,86,MG,,,,,,,,,,,,,,,,,,,,"A fast moving spring storm moved into the Sierra Nevada late on the 15th and passed to the east late on the 16th. Gusty winds developed during the early morning hours of the 15th. The cold front associated with the system passed on the night of the 15th causing snow levels to rapidly fall. However, only light snow totals were reported.",Ward Mountain Summit mesonet (elevation 8483 feet) reported a wind gust of 99 mph.,CSV
201804,15,1615,201804,15,1616,125851,754686,CALIFORNIA,6,2018,April,High Wind,Z,72,GREATER LAKE TAHOE AREA,REV,4/15/2018 16:15,PST-8,4/15/2018 16:16,0,0,0,0,,,Mesonet,95,MG,,,,,,,,,,,,,,,,,,,,"A fast moving spring storm moved into the Sierra Nevada late on the 15th and passed to the east late on the 16th. Gusty winds developed during the early morning hours of the 15th. The cold front associated with the system passed on the night of the 15th causing snow levels to rapidly fall. However, only light snow totals were reported.",Squaw Crest mesonet SIBSV (elevation 8700 feet) reported a wind gust of 109 mph.,CSV
201804,16,1400,201804,16,2300,125290,751495,CALIFORNIA,6,2018,April,High Wind,Z,58,SAN DIEGO COUNTY MOUNTAINS,SGX,4/16/2018 14:00,PST-8,4/16/2018 23:00,0,0,0,0,,,Mesonet,62,EG,,,,,,,,,,,,,,,,,,,,A trough of low pressure from the Pacific Northwest brought strong onshore winds to Southern California on the 16th and 17th. Workers at the Coachella Valley Festival were evacuated for a period of time due to high winds and blowing sand. A tractor-trailer flipped in Palm Springs.,"Wind gusts at Volcan Mountain were over 60 mph from 1400 to 2300 PST, with a peak gust of 71 mph around 2030 PST. Harrison Park reported a peak gust of 68 mph at 2100 PST. Ranchita reported a peak gust of 61 mph at 2000 PST. Surrounding areas reported lighter winds. No significant impacts reported.",CSV
201804,16,1900,201804,16,2100,125290,751497,CALIFORNIA,6,2018,April,Strong Wind,Z,62,SAN DIEGO COUNTY DESERTS,SGX,4/16/2018 19:00,PST-8,4/16/2018 21:00,0,0,0,0,0.00K,0.00K,Mesonet,48,MG,,,,,,,,,,,,,,,,,,,,A trough of low pressure from the Pacific Northwest brought strong onshore winds to Southern California on the 16th and 17th. Workers at the Coachella Valley Festival were evacuated for a period of time due to high winds and blowing sand. A tractor-trailer flipped in Palm Springs.,"Wind gusts over 40 mph reported at Borrego Springs from 1900 to 2100 PST, with a peak gust of 55 mph at 2000 PST. Mason Valley reported a wind gust of 46 mph at 1900 PST. Surrounding areas reported lighter winds. No significant impacts reported.",CSV
201804,16,1000,201804,16,2000,125290,751494,CALIFORNIA,6,2018,April,Strong Wind,Z,60,APPLE AND LUCERNE VALLEYS,SGX,4/16/2018 10:00,PST-8,4/16/2018 20:00,0,0,0,0,10.00K,0.00K,Mesonet,46,MG,,,,,,,,,,,,,,,,,,,,A trough of low pressure from the Pacific Northwest brought strong onshore winds to Southern California on the 16th and 17th. Workers at the Coachella Valley Festival were evacuated for a period of time due to high winds and blowing sand. A tractor-trailer flipped in Palm Springs.,"Wind gusts of over 40 mph occured at Apple Valley Airport between 1000 and 1800 PST, with a peak gust of 52 mph at 1300 PST. Lucerne Valley reported a peak wind gust of 53 mph around 1900 PST. Multiple power lines were downed in the area, resulting in power outages, 3 large trees were damaged in Hesperia.",CSV
201804,16,1500,201804,16,1600,125296,751515,CALIFORNIA,6,2018,April,Strong Wind,Z,60,APPLE AND LUCERNE VALLEYS,SGX,4/16/2018 15:00,PST-8,4/16/2018 16:00,0,0,0,0,0.00K,0.00K,AWOS,42,MG,,,,,,,,,,,,,,,,,,,,A trough of low pressure from the Pacific Northwest brought gusty onshore winds to Southern California on the 18th and 19th. The Coachella Fesitval campsite delayed opening from the 19th to the early morning hours on the 20th due to high winds and blowing sand.,Victorville Airport reported a peak wind gust of 48 mph around 1500 PST on the 19th. No significant impacts reported.,CSV
201804,19,400,201804,19,800,125296,751519,CALIFORNIA,6,2018,April,High Wind,Z,58,SAN DIEGO COUNTY MOUNTAINS,SGX,4/19/2018 4:00,PST-8,4/19/2018 8:00,0,0,0,0,,,Mesonet,56,MG,,,,,,,,,,,,,,,,,,,,A trough of low pressure from the Pacific Northwest brought gusty onshore winds to Southern California on the 18th and 19th. The Coachella Fesitval campsite delayed opening from the 19th to the early morning hours on the 20th due to high winds and blowing sand.,Volcan Mountain reported a peak wind gust of 64 mph around 0600 PST. Harrison Park reported a peak wind gust of 63 mph around 0700 PST. Boulevard West Mesonet reported a peak gust of 62 mph. No significant impacts reported.,CSV
